rank,title,artist,artist_slug,song_slug,votes,score,versions,formats,lacuerda_url
2654,Bendice alma mia,Marco Barrientos,marco_barrientos,bendice_alma_mia,0,0.0,1,T,https://acordes.lacuerda.net/marco_barrientos/bendice_alma_mia
2655,Bendito sea el nombre del Señor,La IBI,ibi,bendito_sea_el_nombre_del_senior,0,0.0,1,R,https://acordes.lacuerda.net/ibi/bendito_sea_el_nombre_del_senior
2656,Bueno es sentir tu amor tocar en mí,Música Religiosa,musica_religiosa,bueno_es_sentir_tu_amor_tocar_en_mi,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/bueno_es_sentir_tu_amor_tocar_en_mi
2657,Caminaré,Música Religiosa,musica_religiosa,caminare,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/caminare
2658,Canción a Santa Rita,Música Religiosa,musica_religiosa,cancion_a_santa_rita,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/cancion_a_santa_rita
2659,Canta con gozo,Danilo Montero,danilo_montero,canta_con_gozo,0,0.0,1,R,https://acordes.lacuerda.net/danilo_montero/canta_con_gozo
2660,Cantad a Dios,Danilo Montero,danilo_montero,cantad_a_dios,0,0.0,1,R,https://acordes.lacuerda.net/danilo_montero/cantad_a_dios
2661,Cantando con alegría,Música Religiosa,musica_religiosa,cantando_con_alegria,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/cantando_con_alegria
2662,Cantare a Jehová,Música Religiosa,musica_religiosa,cantare_a_jehova,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/cantare_a_jehova
2663,Cantemos con María,Música Religiosa,musica_religiosa,cantemos_con_maria,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/cantemos_con_maria
2664,Cerca más cerca,Música Religiosa,musica_religiosa,cerca_mas_cerca,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/cerca_mas_cerca
2665,Como la cierva,Música Religiosa,musica_religiosa,como_la_cierva,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/como_la_cierva
2666,Como las tiendas de quedar,Música Religiosa,musica_religiosa,como_las_tiendas_de_quedar,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/como_las_tiendas_de_quedar
2667,Como no creer en Dios,Música Religiosa,musica_religiosa,como_no_creer_en_dios,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/como_no_creer_en_dios
2668,Como tú me amas,Tercer Cielo,tercer_cielo,como_tu_me_amas,0,0.0,1,R,https://acordes.lacuerda.net/tercer_cielo/como_tu_me_amas
2669,Con Francisco a caminar,Música Religiosa,musica_religiosa,con_francisco_a_caminar,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/con_francisco_a_caminar
2670,Con Todo,Música Religiosa,musica_religiosa,con_todo,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/con_todo
2671,Consolador de mi ser,Marco Barrientos,marco_barrientos,consolador_de_mi_ser,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/consolador_de_mi_ser
2672,Cordero Fiel,Para su Gloria,para_su_gloria,cordero_fiel,0,0.0,1,R,https://acordes.lacuerda.net/para_su_gloria/cordero_fiel
2673,Cordero Santo,Marco Barrientos,marco_barrientos,cordero_santo,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/cordero_santo
2674,Cordero trote nortino,Música Religiosa,musica_religiosa,cordero_trote_nortino,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/cordero_trote_nortino
2675,Corro a tus brazos,Alex Campos,alex_campos,corro_a_tus_brazos,0,0.0,1,R,https://acordes.lacuerda.net/alex_campos/corro_a_tus_brazos
2676,Creeré,Bethel Music,bethel_music,creere,0,0.0,1,R,https://acordes.lacuerda.net/bethel_music/creere
2677,Cristo Reina,Marcos Witt,marcos_witt,cristo_reina,0,0.0,1,R,https://acordes.lacuerda.net/marcos_witt/cristo_reina
2678,Cuando veo tu creación,Marco Barrientos,marco_barrientos,cuando_veo_tu_creacion,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/cuando_veo_tu_creacion
2679,Cúbreme,Hillsong United,hillsong_united,cubreme,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/cubreme
2680,De gracia en gracia,Hillsong United,hillsong_united,de_gracia_en_gracia,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/de_gracia_en_gracia
2681,Desperate People,Hillsong United,hillsong_united,desperate_people,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/desperate_people
2682,Digno eres Señor,Hillsong United,hillsong_united,digno_eres_seor,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/digno_eres_seor
2683,Dios Fuerte,Barak,barak,dios_fuerte,0,0.0,1,R,https://acordes.lacuerda.net/barak/dios_fuerte
2684,Dios de este pueblo,Generacion 12,generacion_12,dios_de_este_pueblo,0,0.0,1,R,https://acordes.lacuerda.net/generacion_12/dios_de_este_pueblo
2685,Dios enviará su bendición,Música Religiosa,musica_religiosa,dios_enviara_su_bendicion,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/dios_enviara_su_bendicion
2686,Dios es rey,Hillsong United,hillsong_united,dios_es_rey,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/dios_es_rey
2687,Dios mora en mi corazón,Música Religiosa,musica_religiosa,dios_mora_en_mi_corazon,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/dios_mora_en_mi_corazon
2688,Dios no te olvida,Tercer Cielo,tercer_cielo,dios_no_te_olvida,0,0.0,1,R,https://acordes.lacuerda.net/tercer_cielo/dios_no_te_olvida
2689,Dios se mueve ahí,Hillsong United,hillsong_united,dios_se_mueve_ahi,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/dios_se_mueve_ahi
2690,Donde hay amor,Música Religiosa,musica_religiosa,donde_hay_amor,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/donde_hay_amor
2691,Día de Pascua (resucitó el Señor),Música Religiosa,musica_religiosa,dia_de_pascua_resucito_el_senior,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/dia_de_pascua_resucito_el_senior
2692,Eagle Wings,Hillsong United,hillsong_united,eagle_wings,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/eagle_wings
2693,El Abandono (Santa Teresita),Música Religiosa,musica_religiosa,el_abandono_santa_teresita,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_abandono_santa_teresita
2694,El Reinará,Hillsong United,hillsong_united,el_reinara,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/el_reinara
2695,El Samaritano,Música Religiosa,musica_religiosa,el_samaritano,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_samaritano
2696,El Señor es la luz,Música Religiosa,musica_religiosa,el_senior_es_la_luz,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_senior_es_la_luz
2697,El Señor nos da su amor,Música Religiosa,musica_religiosa,el_senior_nos_da_su_amor,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_senior_nos_da_su_amor
2698,El amor se hizo pan y vino,Música Religiosa,musica_religiosa,el_amor_se_hizo_pan_y_vino,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_amor_se_hizo_pan_y_vino
2699,El cielo está pendiente,Música Religiosa,musica_religiosa,el_cielo_esta_pendiente,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_cielo_esta_pendiente
2700,El cielo ha ganado otro ángel,Música Religiosa,musica_religiosa,el_cielo_ha_ganado_otro_angel,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_cielo_ha_ganado_otro_angel
2701,El es el rey de reyes,Música Religiosa,musica_religiosa,el_es_el_rey_de_reyes,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_es_el_rey_de_reyes
2702,El es la fuerza,Música Religiosa,musica_religiosa,el_es_la_fuerza,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_es_la_fuerza
2703,El mandamiento más grande,Hillsong United,hillsong_united,el_mandamiento_mas_grande,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/el_mandamiento_mas_grande
2704,El vive hoy,La IBI,ibi,el_vive_hoy,0,0.0,1,R,https://acordes.lacuerda.net/ibi/el_vive_hoy
2705,En el misterio,Hillsong United,hillsong_united,en_el_misterio,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/en_el_misterio
2706,En este pan,Música Religiosa,musica_religiosa,en_este_pan,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/en_este_pan
2707,En la tierra Habrá,Marcos Witt,marcos_witt,en_la_tierra_habra,0,0.0,1,R,https://acordes.lacuerda.net/marcos_witt/en_la_tierra_habra
2708,En siete días,Música Religiosa,musica_religiosa,en_siete_dias,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/en_siete_dias
2709,En tu presencia (yo soy tu luz),Marco Barrientos,marco_barrientos,en_tu_presencia_yo_soy_tu_luz,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/en_tu_presencia_yo_soy_tu_luz
2710,Enséñame a vivir en tu presencia,Música Religiosa,musica_religiosa,enseniame_a_vivir_en_tu_presencia,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/enseniame_a_vivir_en_tu_presencia
2711,Era un Amanecer,Música Religiosa,musica_religiosa,era_un_amanecer,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/era_un_amanecer
2712,Eres mi canción,Generacion 12,generacion_12,eres_mi_cancion,0,0.0,1,R,https://acordes.lacuerda.net/generacion_12/eres_mi_cancion
2713,Eres mi pastor,Marcos Witt,marcos_witt,eres_mi_pastor,0,0.0,1,R,https://acordes.lacuerda.net/marcos_witt/eres_mi_pastor
2714,Eres mi pastor oh Señor,Música Religiosa,musica_religiosa,eres_mi_pastor_oh_senior,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/eres_mi_pastor_oh_senior
2715,Eres mi paz,Marco Barrientos,marco_barrientos,eres_mi_paz,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/eres_mi_paz
2716,Eres todo para mí,Marcos Witt,marcos_witt,eres_todo_para_mi,0,0.0,1,R,https://acordes.lacuerda.net/marcos_witt/eres_todo_para_mi
2717,Es Viva,Música Religiosa,musica_religiosa,es_viva,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/es_viva
2718,Escúchalo y acompaña a tu hermano,Música Religiosa,musica_religiosa,escuchalo_y_acompania_a_tu_hermano,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/escuchalo_y_acompania_a_tu_hermano
2719,Esta es tu casa,Marcela Gandara,marcela_gandara,esta_es_tu_casa,0,0.0,1,R,https://acordes.lacuerda.net/marcela_gandara/esta_es_tu_casa
2720,Este es el momento,Música Religiosa,musica_religiosa,este_es_el_momento,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/este_es_el_momento
2721,"Este pueblo mío, tuyo y nuestro",Música Religiosa,musica_religiosa,este_pueblo_mio_tuyo_y_nuestro,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/este_pueblo_mio_tuyo_y_nuestro
2722,Estrella del alba,Música Religiosa,musica_religiosa,estrella_del_alba,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/estrella_del_alba
2723,Eternamente,Hillsong United,hillsong_united,eternamente,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/eternamente
2724,Eterno Amor,Marcela Gandara,marcela_gandara,eterno_amor,0,0.0,1,R,https://acordes.lacuerda.net/marcela_gandara/eterno_amor
2725,Exaltado,Marco Barrientos,marco_barrientos,exaltado,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/exaltado
2726,Feliz ahora soy,Marco Barrientos,marco_barrientos,feliz_ahora_soy,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/feliz_ahora_soy
2727,Fiesta de la madre,Música Religiosa,musica_religiosa,fiesta_de_la_madre,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/fiesta_de_la_madre
2728,Fé Inmortal,Música Religiosa,musica_religiosa,fe_inmortal,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/fe_inmortal
2729,Gloria Solemne,Música Religiosa,musica_religiosa,gloria_solemne,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/gloria_solemne
2730,Gloria a Cristo el Señor,La IBI,ibi,gloria_a_cristo_el_senior,0,0.0,1,R,https://acordes.lacuerda.net/ibi/gloria_a_cristo_el_senior
2731,Glory,Hillsong United,hillsong_united,glory,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/glory
2732,Gracia Salvadora,Hillsong United,hillsong_united,gracia_salvadora,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/gracia_salvadora
2733,"Gracias señor, mi corazón está agradecido",Música Religiosa,musica_religiosa,gracias_senior_mi_corazon_esta_agradecido,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/gracias_senior_mi_corazon_esta_agradecido
2734,Grandes Cosas,Hillsong United,hillsong_united,grandes_cosas,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/grandes_cosas
2735,Gratitud + Gracias,Generacion 12,generacion_12,gratitud__gracias,0,0.0,1,R,https://acordes.lacuerda.net/generacion_12/gratitud__gracias
2736,Guárdame,Hillsong United,hillsong_united,guardame,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/guardame
2737,Guíame,Marco Barrientos,marco_barrientos,guiame,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/guiame
2738,Habrá una luz,Música Religiosa,musica_religiosa,habra_una_luz,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/habra_una_luz
2739,Hay Palomita,Música Religiosa,musica_religiosa,hay_palomita,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/hay_palomita
2740,Hay un rio de Vida,Música Religiosa,musica_religiosa,hay_un_rio_de_vida,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/hay_un_rio_de_vida
2741,Hay una fiesta,Música Religiosa,musica_religiosa,hay_una_fiesta,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/hay_una_fiesta
2742,He encontrado la paz,Música Religiosa,musica_religiosa,he_encontrado_la_paz,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/he_encontrado_la_paz
2743,He oido en la montaña,Música Religiosa,musica_religiosa,he_oido_en_la_montania,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/he_oido_en_la_montania
2744,Hija del pueblo María,Música Religiosa,musica_religiosa,hija_del_pueblo_maria,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/hija_del_pueblo_maria
2745,Himno a La Virgen del Carmen de La Legua,Música Religiosa,musica_religiosa,himno_a_la_virgen_del_carmen_de_la_legua,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/himno_a_la_virgen_del_carmen_de_la_legua
2746,Himno a Santa Ana,Música Religiosa,musica_religiosa,himno_a_santa_ana,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/himno_a_santa_ana
2747,Himno a la virgen del buen viaje,Música Religiosa,musica_religiosa,himno_a_la_virgen_del_buen_viaje,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/himno_a_la_virgen_del_buen_viaje
2748,Himno del espíritu,Música Religiosa,musica_religiosa,himno_del_espiritu,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/himno_del_espiritu
2749,Hoy Cristo nos anuncia,Música Religiosa,musica_religiosa,hoy_cristo_nos_anuncia,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/hoy_cristo_nos_anuncia
2750,Hoy Puedo Decir,Música Religiosa,musica_religiosa,hoy_puedo_decir,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/hoy_puedo_decir
2751,Hoy venimos a comulgar,Música Religiosa,musica_religiosa,hoy_venimos_a_comulgar,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/hoy_venimos_a_comulgar
2752,Iluminarás,Música Religiosa,musica_religiosa,iluminaras,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/iluminaras
2753,Imperios,Hillsong United,hillsong_united,imperios,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/imperios
2754,Jerusalén,Música Religiosa,musica_religiosa,jerusalen,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/jerusalen
2755,Jesús Nació,Generacion 12,generacion_12,jesus_nacio,0,0.0,1,R,https://acordes.lacuerda.net/generacion_12/jesus_nacio
2756,Jesús lover of my soul,Hillsong United,hillsong_united,jesus_lover_of_my_soul,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/jesus_lover_of_my_soul
2757,Jesús rindo todo a ti,Bethel Music,bethel_music,jesus_rindo_todo_a_ti,0,0.0,1,R,https://acordes.lacuerda.net/bethel_music/jesus_rindo_todo_a_ti
2758,Jesús te necesito,Hillsong United,hillsong_united,jesus_te_necesito,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/jesus_te_necesito
2759,Juez de secretos,La IBI,ibi,juez_de_secretos,0,0.0,1,R,https://acordes.lacuerda.net/ibi/juez_de_secretos
2760,Junto a la cruz,Música Religiosa,musica_religiosa,junto_a_la_cruz,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/junto_a_la_cruz
2761,La mesa del altar,Música Religiosa,musica_religiosa,la_mesa_del_altar,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/la_mesa_del_altar
2762,La sagrada familia,Música Religiosa,musica_religiosa,la_sagrada_familia,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/la_sagrada_familia
2763,La transfiguración de Jesús,Música Religiosa,musica_religiosa,la_transfiguracion_de_jesus,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/la_transfiguracion_de_jesus
2764,Las aguas del río de Jordán,Música Religiosa,musica_religiosa,las_aguas_del_rio_de_jordan,0,0.0,1,T,https://acordes.lacuerda.net/musica_religiosa/las_aguas_del_rio_de_jordan
2765,Las campanas de San Juan,Música Religiosa,musica_religiosa,las_campanas_de_san_juan,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/las_campanas_de_san_juan
2766,Las tres avemarías - purísima,Música Religiosa,musica_religiosa,las_tres_avemarias__purisima,0,0.0,1,T,https://acordes.lacuerda.net/musica_religiosa/las_tres_avemarias__purisima
2767,Lavame Señor,Música Religiosa,musica_religiosa,lavame_senior,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/lavame_senior
2768,Libre Soy,Hillsong United,hillsong_united,libre_soy,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/libre_soy
2769,Llevemos al señor,Música Religiosa,musica_religiosa,llevemos_al_senior,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/llevemos_al_senior
2770,Lo más especial,Música Religiosa,musica_religiosa,lo_mas_especial,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/lo_mas_especial
2771,Loor al rey,Marco Barrientos,marco_barrientos,loor_al_rey,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/loor_al_rey
2772,Los hombres trabajaron,Música Religiosa,musica_religiosa,los_hombres_trabajaron,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/los_hombres_trabajaron
2773,Luchar por Cristo,Música Religiosa,musica_religiosa,luchar_por_cristo,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/luchar_por_cristo
2774,Madre de Dios,Música Religiosa,musica_religiosa,madre_de_dios,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/madre_de_dios
2775,Madre de esperanza,Música Religiosa,musica_religiosa,madre_de_esperanza,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/madre_de_esperanza
2776,Magnificat Ferial,Música Religiosa,musica_religiosa,magnificat_ferial,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/magnificat_ferial
2777,Maravilloso Amor,La IBI,ibi,maravilloso_amor,0,0.0,1,R,https://acordes.lacuerda.net/ibi/maravilloso_amor
2778,Marcha del pueblo,Música Religiosa,musica_religiosa,marcha_del_pueblo,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/marcha_del_pueblo
2779,María es esa mujer,Música Religiosa,musica_religiosa,maria_es_esa_mujer,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/maria_es_esa_mujer
2780,María tu eres mi madre,Música Religiosa,musica_religiosa,maria_tu_eres_mi_madre,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/maria_tu_eres_mi_madre
2781,Me Liberto,Marco Barrientos,marco_barrientos,me_liberto,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/me_liberto
2782,Me Llevaste,Hillsong United,hillsong_united,me_llevaste,0,0.0,1,R,https://acordes.lacuerda.net/hillsong_united/me_llevaste
2783,Me encanta el gozo,Música Religiosa,musica_religiosa,me_encanta_el_gozo,0,0.0,1,R,https://acordes.lacuerda.net/musica_religiosa/me_encanta_el_gozo
2784,Me sanaste,Marco Barrientos,marco_barrientos,me_sanaste,0,0.0,1,R,https://acordes.lacuerda.net/marco_barrientos/me_sanaste
2785,Mejores Tiempos,Generacion 12,generacion_12,mejores_tiempos,0,0.0,1,R,https://acordes.lacuerda.net/generacion_12/mejores_tiempos
